"Energy with dietary fibre, equated (kJ)",Moisture (water) (g),Nitrogen (g),Ash (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose(g),Maltose (g),Lactose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Calcium (Ca) (mg),Copper (Cu) (mg),Iodine (I) (ug),Iron (Fe) (mg),Magnesium (Mg) (mg),Manganese (Mn) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Beta-carotene (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pyridoxine (B6) (mg),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3) (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Vitamin E (mg),"Total saturated fatty acids, equated (%T)","Total monounsaturated fatty acids, equated (%T)",C18:2w6 (%T),C18:3w3 (%T),C20:5w3 (%T),C22:5w3 (%T),C22:6w3 (%T),"Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated (%T)","Total trans fatty acids, imputed (%T)",C16 (g),"Total saturated fatty acids, equated (g)",C18:1 (g),"Total monounsaturated fatty acids, equated (g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),C22:5w3 (mg),C22:6w3 (mg),"Total polyunsaturated fatty acids, equated (g)","Total long chain omega 3 fatty acids, equated (mg)","Total trans fatty acids, imputed (mg)",Caffeine (mg),Cholesterol (mg),Tryptophan (mg/gN),Tryptophan (mg)
490,75.0,3.57,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.006,1.2,1.24,24,0.0,200,360,12.0,44,3.0,0,10,10,2,0.03,0.11,3.0,3.07,6.07,0.22,1.0,21,0,21,21,1,0.3,0,0.7,0,3.8,0.9,0.9,39.62,42.56,6.1,0.5,0.7,1.5,0.2,13.66,2.497,4.2,0.62,1.09,1.03,1.17,0.17,0.01,20.56,42.4,5.66,0.38,68.618,114.21,0,35,51.0,180
2080,3.6,1.3,1.9,0.0,5.2,5.0,34.0,0.0,9.1,53.3,33.3,33.3,2.0,218,,17.9,1.7,64,,249,524,5.3,62,1.35,60,5,5,61,0.071,0.258,0.46,1.77,2.24,0.1,0.1,32,0,32,32,4,0.0,0,0.0,0,0.0,1.7,2.02,,,,,,,,,,,6.58,15.1,9.53,9.73,1.53,0.04,0.0,0.0,0.0,1.62,0.0,125.79,16,16,,104
731,54.0,0.01,0.1,0.0,,,,,,45.0,42.9,45.0,0.0,6,0.01,1.0,0.33,3,0.01,5,54,0.0,0,0.06,0,0,0,0,0.0,0.0,0.16,0.0,0.16,0.04,0.0,1,0,1,1,74,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
127,90.5,0.27,0.5,0.0,2.3,1.9,0.3,0.0,0.0,4.5,0.0,0.0,0.1,22,,0.5,0.5,11,,37,140,0.6,13,0.1,0,610,625,104,0.02,0.06,1.1,0.42,1.52,0.04,0.0,35,0,35,35,32,0.0,0,0.0,0,0.0,0.6,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,91.0,25
858,52.2,4.99,7.3,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.8,0.8,0.0,10,0.057,5.1,0.73,29,0.013,490,440,16.0,2200,2.6,0,0,0,0,0.66,0.09,10.0,6.11,16.11,0.08,0.4,1,0,1,1,0,0.0,0,0.0,0,0.0,0.0,0.0,40.6,47.7,8.8,0.5,0.0,0.2,0.0,11.2,0.2,0.7,1.91,3.14,3.42,3.69,0.68,0.04,0.0,15.47,0.0,0.87,15.47,54.14,0,89,72.0,359
93,92.8,0.18,0.5,0.0,1.1,1.4,0.1,0.0,0.0,2.6,0.0,0.0,0.0,23,0.076,0.0,0.2,8,0.15,26,170,0.0,5,0.1,0,38,46,8,0.05,0.04,0.7,0.2,0.9,1.7,0.0,0,0,0,0,3,0.0,0,0.0,0,0.0,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,68.0,12
109,92.2,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4,0.058,0.9,0.1,3,0.431,14,11,0.7,502,0.06,0,0,0,0,0.02,0.0,0.13,0.13,0.28,0.01,0.0,1,0,1,1,0,0.0,0,0.0,0,0.0,0.0,0.01,,,,,,,,,,,0.19,0.24,0.14,0.14,0.1,0.0,0.0,0.0,0.0,0.1,0.0,5.78,0,0,,8
0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.035,0.7,0.0,1,0.307,0,0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
1600,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,1,0.001,0.0,0.0,0,0.0,0,2,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
124,91.3,0.35,0.8,0.0,1.1,1.2,0.3,0.0,0.0,2.6,0.0,0.0,1.4,22,,0.0,0.2,6,,22,230,0.0,1,0.3,0,2710,3375,562,0.05,0.05,1.0,0.42,1.42,0.04,0.0,41,0,41,41,17,0.0,0,0.0,0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,71.0,25
752,52.1,0.09,2.3,0.0,19.9,18.5,3.1,0.0,0.0,41.5,32.7,32.7,1.6,25,0.08,0.5,0.9,13,0.15,20,210,0.0,690,0.0,0,57,57,10,0.0,0.0,0.7,0.2,0.9,0.09,0.0,11,0,11,11,0,0.0,0,0.0,0,0.0,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,135.0,12
755,57.2,1.2,2.1,0.0,1.4,1.7,0.7,1.1,0.0,4.9,0.0,0.0,16.4,49,0.19,11.0,1.8,48,0.85,120,340,5.2,360,0.85,0,550,650,108,0.25,0.06,1.5,1.24,2.74,0.06,0.0,76,0,76,76,0,0.0,0,0.0,0,0.0,1.2,1.43,14.4,43.9,34.5,4.0,0.0,0.0,0.0,38.6,0.0,0.4,0.6,0.81,2.42,2.46,1.93,0.22,0.0,0.0,0.0,2.16,0.0,22.42,0,0,61.0,73
2334,1.4,2.33,2.3,0.0,0.0,0.0,30.0,0.0,7.7,37.6,28.2,28.2,4.2,183,0.418,14.9,1.75,94,0.764,301,508,4.7,174,1.79,51,6,6,52,0.152,0.266,6.29,2.77,9.06,0.26,0.1,55,0,55,55,3,0.0,0,0.0,0,0.0,0.8,1.17,,,,,,,,,,,6.92,15.43,17.87,18.39,1.9,0.03,0.0,0.0,0.0,1.99,0.0,161.67,13,14,,163
411,75.5,3.6,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,63,0.658,34.0,0.0,45,26.562,240,364,18.0,283,2.22,5,18,18,8,0.0,0.059,2.08,2.57,4.88,0.22,0.3,19,0,19,19,0,1.6,0,0.1,0,2.1,2.2,2.2,,,,,,,,,,,0.07,0.13,0.09,0.13,0.01,0.0,69.49,7.5,38.66,0.19,115.657,0.92,0,262,,151
710,69.7,3.43,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.139,1.3,2.13,26,0.0,219,364,11.1,55,3.59,3,10,10,5,0.046,0.207,6.63,2.95,9.58,0.14,2.0,20,0,20,20,1,0.4,0,0.6,0,3.59,0.9,0.88,,,,,,,,,,,2.1,3.7,3.44,4.01,0.31,0.07,33.04,48.58,7.54,0.6,89.164,411.65,0,58,,174
1543,4.6,8.72,6.0,0.0,,,,,,9.3,0.0,0.0,5.3,285,,0.0,8.2,285,,675,2090,58.9,9,4.1,0,24,24,4,1.088,0.28,2.95,11.86,14.81,1.05,0.0,289,0,289,289,0,0.0,0,0.0,0,0.0,0.6,0.55,18.52,20.96,52.5,8.0,0.0,0.0,0.0,60.52,0.0,0.0,,1.53,,1.74,4.35,0.66,0.0,0.0,0.0,5.01,0.0,0.0,0,0,80.0,698
1299,9.7,3.43,4.4,0.0,0.0,0.0,3.7,0.0,0.0,3.7,0.0,0.0,34.0,55,0.81,0.0,5.7,170,1.6,320,1900,6.0,3,2.7,0,0,0,0,0.42,0.12,1.6,3.85,5.45,0.75,0.0,395,0,395,395,0,0.0,0,0.0,0,0.0,0.0,0.76,28.6,11.4,40.4,17.9,0.0,0.0,0.0,58.3,0.0,0.0,0.3,0.39,0.13,0.16,0.55,0.24,0.0,0.0,0.0,0.79,0.0,0.0,0,0,66.0,226
807,60.5,3.33,2.2,0.0,0.6,0.3,0.7,0.3,0.0,1.9,0.8,0.8,5.5,34,0.24,30.0,3.5,23,0.48,81,150,7.0,600,4.4,0,350,445,74,0.62,0.22,2.5,3.68,6.18,0.35,2.0,22,0,22,22,5,0.0,0,0.0,0,0.0,1.0,1.0,9.85,64.25,22.5,1.8,0.0,0.0,0.0,24.3,0.0,0.2,0.53,0.85,4.85,5.56,1.94,0.16,0.0,0.0,0.0,2.1,0.0,21.62,0,0,65.0,216
1883,6.4,3.46,3.1,0.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,1.3,180,0.86,4.3,5.5,330,3.1,490,630,22.0,60,3.5,0,0,0,0,0.34,0.03,1.8,5.01,6.81,0.06,0.0,41,0,41,41,0,0.0,0,0.0,0,0.0,0.2,1.48,10.7,19.6,18.4,49.5,0.0,0.0,0.0,67.9,0.0,0.0,1.87,3.33,6.08,6.11,5.73,15.43,0.0,0.0,0.0,21.16,0.0,0.0,0,0,72.0,295
953,54.0,4.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.085,1.8,2.01,24,0.0,244,321,12.7,46,6.81,3,12,12,5,0.025,0.012,1.06,4.04,5.1,0.18,1.5,23,0,23,23,0,0.3,0,0.1,0,0.68,0.8,0.79,,,,,,,,,,,2.6,4.53,5.01,5.88,0.28,0.08,24.85,59.51,7.27,0.6,91.637,548.12,0,69,,238
2904,3.0,2.71,1.8,0.0,0.0,0.0,2.7,0.0,0.0,2.7,0.0,0.0,0.3,89,1.4,0.0,2.5,150,3.2,370,440,2.0,3,2.53,0,21,21,4,0.33,0.18,1.4,3.64,5.04,0.43,0.0,70,0,70,70,0,0.0,0,0.0,0,0.0,1.0,2.6,6.7,18.3,65.5,9.5,0.0,0.0,0.0,75.0,0.0,0.0,4.17,4.43,11.97,12.11,43.33,6.28,0.0,0.0,0.0,49.62,0.0,20.51,0,0,79.0,214
213,88.4,0.71,0.9,0.0,0.0,0.0,0.0,0.0,5.1,5.1,0.0,0.0,0.0,110,0.051,24.0,0.44,11,0.057,94,200,0.5,40,0.12,10,5,5,11,0.04,0.22,0.0,1.02,1.02,0.04,0.6,26,0,26,26,0,0.1,0,0.0,0,0.1,0.0,0.05,36.05,55.52,5.4,1.1,0.7,0.1,1.0,8.38,1.875,1.1,0.24,0.48,0.72,0.73,0.07,0.01,9.26,1.65,13.89,0.11,24.806,14.55,0,5,84.0,60
191,86.3,0.06,0.4,0.0,4.2,2.8,3.2,0.0,0.0,10.2,0.0,8.9,0.0,6,,0.0,0.3,8,,12,170,0.0,4,0.25,0,21,21,3,0.01,0.03,0.4,0.0,0.4,0.0,0.0,44,0,44,44,4,0.0,0,0.0,0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
98,94.0,0.2,0.5,0.0,,,,,,3.8,1.9,1.9,0.0,22,,1.1,0.58,11,,20,204,0.4,249,0.16,0,328,328,55,0.0,0.0,0.6,0.13,0.73,0.03,0.0,26,0,26,26,6,0.0,0,0.0,0,0.0,0.8,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,38.0,8
2352,28.5,1.52,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.04,0.3,0.45,4,0.0,41,70,8.0,34,0.45,89,0,0,89,0.04,0.05,1.1,2.04,3.14,0.01,0.4,0,0,0,0,0,0.9,0,1.2,0,6.9,0.1,0.13,32.4,55.0,11.7,0.7,0.0,0.0,0.0,12.7,0.0,0.6,12.92,18.12,28.7,30.77,6.54,0.39,0.0,0.0,0.0,7.1,0.0,335.66,0,73,79.0,120
1241,18.4,0.39,1.6,0.0,,,,,,68.4,9.3,9.3,1.6,57,0.399,0.9,1.58,32,,74,733,1.0,18,0.31,0,9,10,2,0.119,0.011,0.25,0.32,0.57,0.16,0.0,7,0,7,7,1,0.0,0,0.0,0,0.0,0.2,0.18,,,,,,,,,,,,0.08,,0.07,0.15,0.02,0.0,0.0,0.0,0.18,0.0,7.61,0,0,,19
1515,49.4,2.03,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.04,2.1,0.7,8,0.02,99,120,0.0,43,0.7,110,0,0,110,0.0,0.1,2.0,2.73,4.73,0.11,0.7,0,0,0,0,0,0.9,0,1.2,0,6.9,0.8,0.78,32.4,53.2,12.6,1.1,0.0,0.0,0.0,13.9,0.0,0.6,7.6,10.75,15.26,17.65,4.18,0.36,0.0,0.0,0.0,4.61,0.0,199.02,0,100,79.0,160
222,82.3,0.4,0.8,0.0,0.4,0.2,5.5,0.0,0.0,6.1,0.0,0.0,2.0,21,0.093,0.0,0.38,20,0.153,61,442,0.0,1,0.18,0,1296,3101,517,0.085,0.1,0.56,0.48,1.06,0.07,0.0,41,0,41,41,8,0.0,0,0.0,0,0.0,0.6,0.56,,,,,,,,,,,0.12,0.16,0.01,0.02,0.09,0.24,0.0,0.0,0.0,0.34,0.0,0.0,0,0,,28
244,82.6,0.19,0.7,0.0,5.7,5.2,0.0,0.0,0.0,10.9,0.0,0.0,0.2,18,0.11,0.0,0.21,14,0.05,26,306,0.2,3,0.11,0,45,45,8,0.02,0.05,0.28,0.35,0.63,0.05,0.0,39,0,39,39,110,0.0,0,0.0,0,0.0,1.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,111.0,21
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,9.0,14.3,14.95,23.3,55.3,5.6,0.0,0.0,0.0,60.85,0.0,2.2,9.61,14.29,22.04,22.27,52.87,5.3,0.0,0.0,0.0,58.17,0.0,2151.0,0,0,0.0,0
1566,0.6,0.0,0.8,0.0,0.0,0.8,91.3,1.1,0.0,93.2,93.2,93.2,4.4,71,0.0,0.0,0.1,0,0.0,3,3,0.0,250,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
178,86.3,0.13,1.0,0.0,2.7,2.1,4.2,0.0,0.0,9.0,0.0,0.0,0.0,4,0.069,0.0,0.0,9,0.064,28,240,0.0,0,0.13,0,51,51,8,0.0,0.02,0.0,0.1,0.1,0.0,0.0,0,0,0,0,1,0.0,0,0.0,0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,48.0,6
684,62.1,5.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.12,1.7,2.75,26,0.0,280,350,11.0,46,8.0,0,12,12,2,0.03,0.04,2.0,4.3,6.3,0.14,2.0,25,0,25,25,0,0.2,0,0.1,0,0.7,0.4,0.45,,,,,,,,,,,0.76,1.37,1.57,1.83,0.2,0.04,32.69,55.68,7.84,0.47,96.204,122.46,0,72,,253
147,83.8,0.75,3.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,328,0.314,9.1,2.28,70,0.757,83,657,0.0,171,0.44,0,1671,1671,278,0.064,0.149,0.0,0.78,0.78,0.16,0.0,89,0,89,89,39,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,46
50,95.4,0.13,0.3,0.0,0.6,0.6,0.0,0.0,0.0,1.2,0.0,0.0,0.0,18,0.024,0.1,0.22,14,0.08,18,136,0.0,10,0.18,0,250,270,45,0.02,0.02,0.2,0.11,0.31,0.1,0.0,4,0,4,4,7,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50.0,6
1044,45.9,2.06,2.4,0.0,0.8,0.7,0.0,0.9,0.0,2.4,0.7,0.7,25.2,149,0.123,10.3,1.03,27,0.663,176,191,12.3,550,1.46,31,54,54,40,0.16,0.14,2.2,1.32,3.52,0.01,0.2,43,0,43,43,2,0.0,0,0.0,0,0.0,0.2,0.2,50.9,31.6,15.0,1.9,0.0,0.0,0.0,17.0,0.0,2.7,2.12,4.31,2.44,2.67,1.27,0.16,0.0,0.0,0.0,1.44,0.0,228.42,0,15,38.0,78
1361,22.1,1.03,2.6,0.0,,,,,,22.9,5.4,5.4,36.1,67,,5.9,1.09,24,,97,276,6.1,712,0.6,64,68,68,75,0.136,0.076,1.09,1.16,2.26,0.08,0.1,2,0,2,2,0,0.0,0,0.0,0,0.0,0.7,0.73,,,,,,,,,,,,2.43,,2.6,0.74,0.01,0.0,0.0,0.0,0.76,0.0,180.87,0,8,,68
992,49.2,1.76,2.2,0.0,,0.5,1.5,,,4.0,2.1,2.1,23.4,57,,35.0,1.65,24,,138,131,6.2,610,1.37,0,26,26,4,0.367,0.065,2.14,1.72,3.86,0.05,0.4,7,107,114,185,0,0.1,0,0.0,0,0.12,0.3,0.32,,,,,,,,,,,1.82,3.08,3.62,4.07,0.85,0.08,0.0,12.51,0.0,0.94,12.508,205.9,0,23,,101
908,71.1,0.3,0.3,0.0,0.0,0.0,1.4,0.0,0.0,1.4,0.0,0.0,0.0,2,0.15,1.7,0.51,20,0.37,32,130,0.0,16,0.26,0,0,0,0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.7,0.7,86.1,10.8,2.3,0.0,0.0,0.0,0.0,2.3,0.0,0.0,2.84,18.82,2.36,2.36,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,37.0,11
2053,3.4,1.45,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,49.0,7,0.245,0.0,2.15,142,1.05,310,260,0.0,626,2.4,0,865,865,144,0.07,0.09,2.8,1.05,3.85,0.28,0.0,15,0,15,15,0,0.0,0,0.0,0,0.0,2.6,2.62,65.19,19.45,9.8,1.0,0.0,0.0,0.0,10.8,0.0,12.6,3.49,16.54,4.89,4.93,2.49,0.24,0.0,0.0,0.0,2.74,0.0,3205.13,0,6,42.0,62
236,84.7,0.08,0.3,0.0,4.2,4.1,3.7,0.0,0.0,12.0,0.0,0.0,0.0,4,0.06,0.0,0.4,11,0.29,10,121,0.4,5,0.0,0,6,6,1,0.07,0.0,0.0,0.1,0.1,0.07,0.0,5,0,5,5,6,0.0,0,0.0,0,0.0,0.0,0.01,33.5,19.9,18.2,26.2,0.0,0.0,0.0,46.2,0.0,0.0,0.09,0.16,0.08,0.1,0.09,0.12,0.0,0.0,0.0,0.22,0.0,0.0,0,0,74.0,6
450,74.6,3.26,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.12,1.2,2.1,26,0.0,230,370,8.0,50,4.1,0,10,10,2,0.03,0.11,3.0,2.81,5.81,0.19,1.3,21,0,21,21,1,0.3,0,0.7,0,3.8,0.9,0.9,38.93,42.76,5.6,1.9,1.0,1.7,0.2,14.54,2.836,3.8,0.56,1.0,0.94,1.1,0.14,0.05,25.03,43.32,4.38,0.37,72.738,96.67,0,62,51.0,165
528,72.8,3.68,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.05,90.0,0.4,29,0.0,254,381,50.0,86,0.5,0,0,0,0,0.07,0.1,4.1,4.32,8.42,0.28,2.4,0,0,0,0,0,1.2,0,0.2,0,2.2,0.9,0.93,41.1,37.6,1.3,0.5,7.2,2.7,7.8,22.7,17.7,2.0,0.82,1.37,0.74,1.25,0.04,0.02,239.76,89.91,259.74,0.76,589.41,66.27,0,70,69.0,254
2080,4.7,0.75,0.2,0.0,,,,,,1.8,1.4,1.4,58.2,23,,2.0,1.98,25,,116,183,7.9,938,0.82,0,0,0,0,0.148,0.321,0.0,1.7,1.7,0.0,0.9,2,0,2,2,0,0.0,0,0.0,0,0.0,1.0,0.99,49.5,38.7,10.6,0.3,0.0,0.0,0.0,11.15,0.0,0.6,9.46,10.72,8.31,8.38,2.31,0.06,0.0,0.0,0.0,2.42,0.0,130.0,0,0,60.0,100
502,74.3,3.65,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.076,0.8,0.84,27,0.009,230,465,18.5,59,2.4,0,0,0,0,0.74,0.27,9.2,4.53,13.73,0.44,0.5,4,0,4,4,0,0.4,0,0.0,0,0.4,0.2,0.21,36.1,45.1,13.2,0.8,0.1,0.4,0.3,18.2,0.8,0.5,0.64,1.02,1.16,1.27,0.37,0.02,2.82,11.28,8.46,0.51,22.568,14.1,0,69,73.0,266
862,69.8,0.32,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,52,0.215,3.9,1.91,16,0.077,10,66,0.0,1450,0.13,0,280,280,47,0.0,0.0,0.0,0.18,0.18,0.02,0.0,3,0,3,3,1,0.0,0,0.0,0,0.0,5.0,5.0,13.2,76.07,9.9,0.7,0.0,0.0,0.0,10.6,0.0,0.0,2.07,2.59,14.73,14.93,1.94,0.14,0.0,0.0,0.0,2.08,0.0,0.0,0,0,27.0,10
1050,51.1,3.34,7.2,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.0,0.0,0.0,620,0.06,8.0,0.2,18,0.03,510,77,12.0,2900,3.0,200,60,60,210,0.06,0.4,0.2,4.99,5.19,0.1,0.5,40,0,40,40,0,0.1,0,0.0,0,0.1,0.6,0.6,68.28,24.9,2.0,1.2,0.1,0.2,0.0,4.64,0.28,2.2,4.66,11.03,3.51,4.02,0.33,0.2,19.39,25.86,0.0,0.75,45.247,358.74,0,53,88.0,294
121,89.0,0.03,0.3,0.0,3.9,2.1,1.0,0.0,0.0,7.0,0.0,7.0,0.0,6,0.016,4.0,0.05,6,0.001,7,120,0.5,6,0.02,0,2,2,0,0.0,0.07,0.25,0.0,0.25,0.0,0.0,32,0,32,32,33,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
712,64.5,4.69,1.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,17,0.09,2.1,1.3,26,0.0,210,320,37.0,56,2.1,7,0,0,7,0.07,0.12,7.3,6.06,13.36,0.19,8.0,9,0,9,9,0,0.4,0,0.0,0,0.4,1.0,0.95,44.7,24.6,13.0,15.6,0.0,0.0,0.3,30.6,0.3,0.6,1.61,2.33,1.08,1.28,0.68,0.81,0.0,0.0,15.66,1.6,15.664,31.33,0,92,76.0,356
364,71.4,0.56,1.5,0.0,1.2,1.4,0.0,0.0,0.0,2.6,0.0,0.0,13.6,10,0.1,0.0,0.36,30,0.394,83,606,0.0,8,0.42,0,0,0,0,0.103,0.058,1.73,0.71,2.53,0.14,0.0,19,0,19,19,17,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,42
1694,15.5,1.23,3.5,0.0,0.0,0.0,0.1,1.2,0.0,1.3,0.0,0.0,43.6,12,0.102,0.0,0.38,17,0.385,62,81,6.4,497,0.26,12,26,29,16,0.02,0.023,0.81,1.36,2.26,0.03,0.0,41,0,41,41,0,0.0,0,0.0,0,0.0,1.1,1.11,,,,,,,,,,,7.8,9.62,7.13,7.21,1.13,0.11,0.0,0.0,0.0,1.24,0.0,2051.67,0,0,,80
452,72.1,0.43,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.2,0.0,0.0,22.0,2,0.051,1.6,0.18,12,0.27,30,42,2.3,2,0.19,0,0,0,0,0.02,0.008,0.0,0.19,0.19,0.01,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,0.06,0.07,0.1,0.11,0.25,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0,0,,11
413,72.6,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,6,0.057,1.1,0.19,8,0.416,35,36,3.2,3,0.16,0,0,0,0,0.046,0.006,0.4,0.74,1.18,0.02,0.0,5,0,5,5,0,0.0,0,0.0,0,0.0,0.0,0.05,,,,,,,,,,,0.05,0.06,0.02,0.02,0.17,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0,0,,43
