"Energy with dietary fibre, equated (kJ)",Moisture (water) (g),Nitrogen (g),Ash (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose(g),Maltose (g),Lactose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Calcium (Ca) (mg),Copper (Cu) (mg),Iodine (I) (ug),Iron (Fe) (mg),Magnesium (Mg) (mg),Manganese (Mn) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Beta-carotene (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pyridoxine (B6) (mg),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3) (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Vitamin E (mg),"Total saturated fatty acids, equated (%T)","Total monounsaturated fatty acids, equated (%T)",C18:2w6 (%T),C18:3w3 (%T),C20:5w3 (%T),C22:5w3 (%T),C22:6w3 (%T),"Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated (%T)","Total trans fatty acids, imputed (%T)",C16 (g),"Total saturated fatty acids, equated (g)",C18:1 (g),"Total monounsaturated fatty acids, equated (g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),C22:5w3 (mg),C22:6w3 (mg),"Total polyunsaturated fatty acids, equated (g)","Total long chain omega 3 fatty acids, equated (mg)","Total trans fatty acids, imputed (mg)",Caffeine (mg),Cholesterol (mg),Tryptophan (mg/gN),Tryptophan (mg)
776,59.8,5.15,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.02,0.9,3.07,26,0.0,239,275,21.0,43,6.01,9,0,0,9,0.057,0.176,3.7,4.8,10.98,0.07,0.6,14,0,14,14,0,0.0,0,0.8,0,3.97,0.5,0.47,,,,,,,,,,,1.04,2.0,2.5,2.7,0.34,0.06,27.89,53.01,14.37,0.71,95.275,246.79,0,115,,282
386,74.6,0.07,0.2,0.0,10.0,9.7,1.3,0.0,0.0,21.0,15.5,15.5,0.3,4,0.07,1.4,0.2,5,0.07,10,96,0.0,4,0.1,0,130,130,22,0.0,0.0,0.0,0.11,0.11,0.07,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,1.5,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,80.0,6
773,62.0,5.01,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.17,1.2,3.7,27,0.0,290,390,17.0,59,2.6,8,0,0,8,0.14,0.32,5.2,4.66,9.86,0.05,2.2,17,0,17,17,0,0.0,0,0.3,0,1.5,0.2,0.2,41.19,42.57,4.3,2.0,0.4,0.8,0.2,9.3,1.396,7.0,1.14,2.45,2.35,2.53,0.26,0.12,24.23,45.25,13.63,0.55,83.118,414.7,0,96,55.0,274
509,72.4,3.46,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.24,1.2,4.3,35,0.0,360,340,0.0,80,4.9,8,0,0,8,0.16,0.25,8.0,3.22,11.22,0.8,2.8,17,0,17,17,0,0.0,0,0.6,0,3.0,0.2,0.2,37.72,38.78,8.8,1.8,1.1,1.6,0.6,18.73,3.331,4.6,0.65,1.33,1.24,1.36,0.31,0.06,39.25,57.19,20.72,0.66,117.166,161.87,0,56,55.0,189
2165,1.6,1.1,4.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,51.4,31,,0.0,3.6,51,,162,1390,0.3,576,1.1,0,0,0,0,0.11,0.05,2.9,0.51,3.41,0.03,0.0,67,0,67,67,42,0.0,0,0.0,0,0.0,8.6,8.6,45.2,42.9,10.8,0.4,0.0,0.0,0.0,11.2,0.0,0.8,11.66,13.37,12.57,12.69,3.2,0.12,0.0,0.0,0.0,3.31,0.0,236.7,0,0,27.0,30
363,74.0,2.99,1.6,0.0,0.0,0.4,0.0,,0.0,0.4,0.0,0.0,0.0,19,0.098,190.0,2.15,45,18.0,132,252,5.8,255,0.46,0,14,14,2,0.0,0.37,2.0,3.56,5.56,0.09,15.0,23,0,23,23,0,0.0,0,0.0,0,0.0,1.8,1.79,42.75,24.54,0.8,0.3,5.7,11.0,0.0,31.38,16.85,0.7,0.07,0.13,0.05,0.07,0.0,0.0,17.22,33.16,0.17,0.09,50.55,2.17,0,174,70.0,209
1183,1.7,3.25,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,419,0.0,0.0,6.0,243,1.7,70,974,31.7,102,0.4,0,0,0,0,0.04,0.0,14.5,5.27,19.77,0.9,0.0,40,0,40,40,0,0.0,0,0.0,0,0.0,4.6,4.65,14.5,25.7,56.1,0.0,0.0,0.0,0.0,56.1,0.0,0.0,0.54,0.84,1.5,1.5,3.27,0.0,0.0,0.0,0.0,3.27,0.0,0.0,0,0,81.0,310
383,81.6,0.13,1.7,0.0,0.9,1.0,1.4,0.0,0.0,3.3,0.2,0.2,1.5,9,0.0,2.0,0.62,14,0.0,15,54,0.9,212,0.18,0,0,0,0,2.8,0.07,1.23,0.14,1.37,0.3,0.0,30,0,30,30,0,0.0,0,0.0,0,0.0,0.8,0.8,12.96,30.43,54.5,0.5,0.0,0.0,0.0,54.98,0.0,0.1,0.52,0.93,2.14,2.18,3.91,0.04,0.0,0.0,0.0,3.94,0.0,10.04,0,0,66.0,8
76,93.7,0.17,0.4,0.0,1.3,1.4,0.0,0.0,0.0,2.8,0.0,0.0,0.0,7,0.054,0.0,0.26,11,0.081,29,211,0.0,1,0.12,0,115,115,19,0.03,0.021,0.0,0.17,0.17,0.08,0.0,46,0,46,46,208,0.0,0,0.0,0,0.0,0.2,0.21,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,10
806,62.6,4.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.045,3.6,0.47,28,0.025,270,310,21.0,430,0.76,23,8,8,24,0.0,0.45,5.3,6.36,11.66,0.37,0.2,16,0,16,16,0,0.5,0,1.2,0,6.37,0.0,0.0,29.4,55.1,11.8,2.7,0.0,0.1,0.0,15.1,0.1,0.2,1.88,2.47,4.01,4.63,0.99,0.23,0.0,8.41,0.0,1.27,8.41,16.82,0,160,85.0,374
345,75.2,2.73,3.0,0.0,0.0,0.4,0.0,,0.0,0.4,0.0,0.0,0.0,58,0.253,201.7,2.6,65,33.5,155,260,22.3,792,1.48,0,14,14,2,0.0,0.37,2.0,3.26,5.26,0.09,15.0,23,0,23,23,0,0.0,0,0.0,0,0.0,0.4,0.44,38.83,24.91,9.3,1.0,6.7,7.0,2.1,33.45,15.758,1.4,0.12,0.17,0.08,0.11,0.04,0.0,30.25,31.29,9.38,0.15,70.91,6.3,0,139,70.0,192
142,91.1,0.0,0.1,0.0,,,,,,8.8,8.8,8.8,0.0,1,,0.7,0.01,0,,0,0,0.0,12,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
149,89.8,0.11,0.6,0.0,1.9,1.3,3.9,0.0,0.0,7.1,0.0,0.0,0.0,39,,0.0,0.3,16,,11,160,0.7,44,0.2,0,30,30,5,0.02,0.02,0.2,0.11,0.31,0.09,0.0,19,0,19,19,20,0.0,0,0.0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,58.0,6
92,92.9,0.16,0.8,0.0,1.4,1.4,0.5,0.0,0.0,3.3,0.0,0.0,0.0,20,,0.0,0.1,10,,50,280,0.7,38,0.1,0,0,0,0,0.03,0.03,0.1,0.22,0.32,0.05,0.0,27,0,27,27,9,0.0,0,0.0,0,0.0,0.6,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,82.0,13
1353,10.8,4.53,2.0,0.0,,,,,,1.0,0.0,0.0,37.8,55,,0.0,5.4,91,,252,670,14.0,2,2.3,0,23,23,4,0.5,0.01,1.6,3.46,5.06,0.4,0.0,90,0,90,90,4,0.0,0,0.0,0,0.0,1.0,1.0,15.0,25.0,47.2,12.8,0.0,0.0,0.0,60.0,0.0,0.0,,0.24,,0.4,0.76,0.2,0.0,0.0,0.0,0.96,0.0,0.0,0,0,45.0,204
596,66.7,4.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.05,0.6,0.4,28,0.01,260,270,20.0,41,0.9,5,0,0,5,0.05,0.1,11.0,6.24,17.24,0.3,0.2,0,0,0,0,0,0.0,0,1.2,0,6.0,0.2,0.21,34.3,51.0,11.7,0.8,0.0,0.3,0.2,14.5,0.5,0.5,0.84,1.2,1.55,1.78,0.41,0.03,0.0,10.49,6.99,0.51,17.482,16.43,0,69,85.0,367
552,68.1,4.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.052,0.3,1.1,20,0.0,210,300,14.0,46,3.7,0,9,9,2,0.1,0.2,9.0,3.87,12.87,1.0,3.0,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,0.3,46.07,35.44,5.0,1.1,1.7,2.4,0.5,16.24,4.579,2.4,0.51,0.84,0.51,0.65,0.09,0.02,32.02,43.09,8.78,0.3,83.887,43.53,0,41,51.0,227
946,57.4,4.46,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.048,28.6,0.48,33,,375,351,37.2,85,1.0,0,0,0,0,0.143,0.139,3.34,5.23,9.16,0.42,2.0,0,0,0,0,0,1.5,0,0.1,0,2.0,1.1,1.13,,,,,,,,,,,3.19,4.51,3.05,4.44,1.37,0.1,143.75,158.32,329.67,2.32,631.733,218.5,0,88,,308
583,66.2,4.67,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.087,0.8,0.86,29,0.011,250,440,28.7,55,2.2,0,0,0,0,1.249,0.07,4.4,5.79,10.19,0.57,0.6,43,0,43,43,0,0.4,0,0.0,0,0.4,0.0,0.0,,,,,,,,,,,0.48,0.76,0.83,0.93,0.3,0.01,0.0,12.54,8.36,0.44,20.909,6.58,0,52,,341
1666,1.2,2.03,4.6,0.0,0.5,3.8,19.0,12.0,12.0,47.3,15.9,40.7,13.9,738,0.445,18.0,18.0,80,0.86,420,825,6.2,75,1.8,556,54,54,565,0.2,1.762,12.5,2.9,15.4,2.0,0.0,50,0,50,50,44,13.5,0,0.0,0,13.5,0.2,0.23,66.6,25.61,2.3,1.0,0.0,0.0,0.0,3.22,0.0,4.9,2.91,6.62,,2.55,0.22,0.1,0.0,0.0,0.0,0.32,0.0,487.18,10,10,84.0,170
432,75.4,0.57,0.6,0.0,,,,,,1.3,0.0,0.0,15.0,14,,0.7,1.08,53,,112,157,1.3,4,0.91,0,2,2,0,0.075,0.006,0.0,0.72,0.72,0.1,0.0,36,0,36,36,0,0.0,0,0.0,0,0.0,0.6,0.56,,,,,,,,,,,,0.21,,0.53,0.79,0.07,0.0,0.0,12.48,0.87,12.48,0.0,0,0,,42
1042,56.5,4.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.183,1.1,2.7,29,0.014,250,306,23.6,65,4.55,11,0,0,11,0.138,0.306,6.78,4.5,11.28,0.09,2.2,15,0,15,15,0,0.2,0,0.3,0,1.51,0.3,0.26,,,,,,,,,,,2.72,5.74,5.08,5.52,0.58,0.26,61.5,94.56,26.15,1.24,182.215,798.78,0,90,,265
959,56.3,4.58,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.101,1.8,2.47,24,0.0,250,318,9.1,43,6.89,3,12,12,5,0.025,0.048,1.94,3.94,5.88,0.18,2.0,23,0,23,23,0,0.3,0,0.1,0,0.68,0.6,0.58,,,,,,,,,,,2.71,4.76,5.19,6.09,0.29,0.1,27.54,52.54,6.55,0.6,86.637,589.24,0,71,,232
1067,57.4,3.98,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.052,2.1,0.75,19,0.013,179,184,19.6,64,1.44,46,0,0,46,0.043,0.218,5.38,5.67,11.07,0.38,0.7,0,0,0,0,0,0.7,0,1.1,0,6.4,0.8,0.85,,,,,,,,,,,3.73,5.25,7.63,8.84,2.04,0.16,0.0,0.0,0.0,2.3,0.0,94.73,0,139,,334
1564,22.6,0.91,1.5,0.0,,,,,,31.5,29.8,29.8,23.7,42,,12.6,0.62,14,,237,89,7.7,406,0.43,111,19,19,114,0.069,0.082,0.51,1.16,1.7,0.02,0.2,14,0,14,14,0,0.3,0,0.1,0,0.82,0.5,0.52,,,,,,,,,,,,9.79,,3.22,0.47,0.1,0.07,1.59,7.0,0.6,8.67,334.86,0,87,,68
1922,10.5,1.14,1.7,0.0,,,,,,35.8,34.8,34.8,16.8,30,,12.3,1.71,42,,118,239,7.6,510,0.84,124,22,22,128,0.077,0.094,0.61,1.47,2.11,0.06,0.2,23,0,23,23,0,0.4,0,0.1,0,1.07,0.7,0.86,,,,,,,,,,,,12.76,,5.22,4.47,0.7,0.05,1.63,9.36,5.2,11.044,411.86,4,112,,86
1144,27.1,1.78,1.9,0.0,0.0,0.0,0.0,1.4,0.0,1.4,0.0,0.0,49.6,25,0.178,66.7,1.31,37,0.881,95,155,19.0,583,0.77,0,0,0,0,0.676,0.048,1.55,2.9,4.45,0.1,0.0,8,179,188,308,0,0.0,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,0.42,0.54,0.49,0.52,0.37,0.01,0.0,0.0,0.0,0.39,0.0,7.42,0,0,,170
139,88.8,0.21,0.5,0.0,1.7,2.2,1.9,0.0,0.0,5.8,0.0,0.0,0.0,23,0.048,0.3,0.24,12,0.15,44,180,0.0,8,0.2,0,0,0,0,0.02,0.0,0.0,0.23,0.23,0.04,0.0,35,0,35,35,7,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,66.0,14
1118,43.1,1.55,2.4,0.0,0.2,0.2,0.4,2.0,0.0,2.8,1.9,1.9,24.4,19,0.097,2.0,1.1,22,0.52,99,130,6.3,628,0.95,0,0,0,0,0.2,0.09,2.6,2.82,5.42,0.1,0.4,19,0,19,19,0,0.0,0,0.3,0,1.5,0.4,0.45,52.26,34.32,5.9,0.8,0.0,0.0,0.0,6.85,0.0,6.4,4.12,6.34,3.91,4.16,0.72,0.09,0.0,0.0,0.0,0.83,0.0,779.29,0,20,107.0,166
1389,13.4,1.4,2.7,0.0,21.0,20.0,0.0,0.0,0.0,41.0,0.0,0.3,4.0,100,1.0,5.1,5.9,160,1.5,240,970,8.9,35,2.2,0,9,9,2,0.07,0.09,1.5,1.41,2.91,0.27,0.0,49,0,49,49,0,0.0,0,0.0,0,0.0,1.1,1.41,40.5,39.7,17.9,0.9,0.0,0.0,0.0,18.8,0.0,0.0,1.01,4.26,4.14,4.18,1.88,0.09,0.0,0.0,0.0,1.98,0.0,0.0,9,0,59.0,83
2058,2.5,1.36,2.3,0.0,2.3,1.8,0.6,1.9,0.0,6.7,6.7,6.7,59.6,41,0.139,15.9,1.12,24,0.954,198,156,17.4,609,0.81,0,0,0,0,0.175,0.04,0.4,1.15,1.54,0.04,0.0,29,0,29,29,6,0.0,0,0.0,0,0.0,4.0,4.13,46.09,40.45,12.4,0.5,0.0,0.0,0.0,13.17,0.0,0.8,7.89,9.08,7.89,7.97,2.45,0.1,0.0,0.0,0.0,2.59,0.0,157.6,0,1,48.0,68
427,75.6,3.52,1.0,0.0,,,,,,0.3,0.0,0.0,0.0,9,,0.0,0.2,24,,166,328,69.0,56,0.32,15,0,0,15,0.03,0.01,4.1,4.19,8.29,0.05,0.9,2,0,2,2,0,1.2,0,0.2,0,2.2,0.2,0.22,32.89,35.12,1.0,0.0,5.1,2.4,29.7,46.38,37.305,2.0,,0.3,,0.32,0.01,0.0,46.76,22.12,270.6,0.42,339.476,18.11,0,54,70.0,247
455,77.0,3.44,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.01,39.0,0.55,42,,479,475,27.4,115,0.33,0,0,0,0,0.185,0.169,4.29,4.04,8.56,0.54,2.5,0,0,0,0,0,2.0,0,0.1,0,2.59,1.3,1.3,,,,,,,,,,,0.47,0.69,0.59,0.69,0.16,0.01,9.77,11.41,58.67,0.28,79.847,27.1,0,101,,237
1383,25.5,0.74,1.5,0.4,,,,,,40.1,15.9,15.9,12.8,66,,12.4,1.26,24,,112,344,5.6,236,0.43,70,15,15,73,0.128,0.054,0.42,0.78,1.24,0.08,0.1,12,15,27,37,0,0.2,0,0.1,0,0.63,0.6,0.56,,,,,,,,,,,,6.87,,2.38,0.43,0.1,0.03,0.87,5.57,0.55,6.473,234.42,0,66,,46
132,88.8,0.12,0.6,0.0,1.2,3.9,0.0,0.0,0.0,5.0,0.0,0.0,0.0,19,0.049,0.0,0.15,10,0.12,25,230,0.0,0,0.08,0,414,414,69,0.0,0.0,0.0,0.15,0.15,0.04,0.0,13,0,13,13,9,0.0,0,0.0,0,0.0,0.3,0.28,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,9
208,83.8,0.32,0.7,0.0,1.0,1.6,2.3,0.0,0.0,4.9,0.0,0.0,3.5,41,,0.0,0.9,13,,21,340,0.0,2,0.3,0,1680,2770,462,0.03,0.09,0.8,0.39,1.19,0.04,0.0,13,0,13,13,24,0.0,0,0.0,0,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,71.0,23
508,73.6,4.05,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.069,0.8,0.84,25,0.011,240,365,16.5,50,1.7,0,0,0,0,1.1,0.07,11.5,5.02,16.52,0.71,0.2,35,0,35,35,0,0.4,0,0.0,0,0.4,0.2,0.15,36.6,42.2,14.0,0.7,0.0,0.6,0.3,20.4,0.9,0.4,0.44,0.7,0.73,0.81,0.27,0.01,0.0,11.47,5.73,0.39,17.199,7.64,0,45,73.0,296
2289,4.3,4.71,3.4,0.0,0.0,0.1,4.9,0.0,0.0,5.0,0.0,0.0,12.2,160,0.41,0.0,7.0,310,1.9,730,650,160.0,3,4.9,0,35,35,6,1.3,0.0,6.5,4.24,10.74,0.4,0.0,162,0,162,162,7,0.0,0,0.0,0,0.0,5.1,5.07,5.3,63.3,19.4,12.1,0.0,0.0,0.0,31.5,0.0,0.0,1.21,2.0,9.74,23.9,7.32,4.57,0.0,0.0,0.0,11.9,0.0,0.0,0,0,53.0,250
253,89.2,0.49,0.9,0.0,0.0,0.0,0.0,0.0,5.1,5.1,0.0,0.0,0.0,110,0.051,24.0,0.44,10,0.057,88,200,0.5,40,0.12,48,5,5,49,0.04,0.22,0.0,0.65,0.65,0.07,0.6,14,0,14,14,0,0.1,0,0.0,0,0.1,0.1,0.09,68.9,26.7,2.6,1.0,0.0,0.0,0.4,4.05,0.4,2.0,1.08,2.08,0.71,0.81,0.08,0.03,0.0,1.51,10.58,0.12,12.096,61.39,0,5,78.0,38
378,75.0,2.99,4.9,0.0,,,,,,0.0,0.0,0.0,0.0,742,0.112,46.5,5.18,46,0.158,587,342,82.8,675,2.8,91,0,0,91,0.08,0.15,4.7,3.55,8.25,0.2,7.0,9,0,9,9,0,5.5,0,0.1,0,6.0,0.4,0.38,44.08,23.82,1.5,0.7,5.6,1.3,18.1,31.58,25.071,0.2,0.3,0.5,0.16,0.27,0.02,0.01,64.62,14.54,207.48,0.36,286.649,2.29,0,138,70.0,209
442,76.2,3.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,,3.4,0.0,22,,195,370,14.0,51,1.3,21,0,0,21,0.07,0.05,7.9,4.83,12.73,0.29,0.6,8,0,8,8,0,0.2,0,0.5,0,2.7,0.3,0.34,32.0,43.5,13.8,0.7,0.3,0.8,1.8,24.3,2.9,0.5,0.33,0.47,0.54,0.64,0.2,0.01,4.4,11.72,26.38,0.36,42.502,6.89,0,72,79.0,284
555,71.7,4.41,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.08,1.2,1.7,24,0.0,240,340,19.0,38,5.7,0,10,10,2,0.03,0.11,3.0,3.79,6.79,0.2,1.1,21,0,21,21,1,0.3,0,0.7,0,3.8,0.5,0.5,,,,,,,,,,,0.47,0.84,0.79,0.91,0.13,0.03,24.15,38.62,5.02,0.32,67.785,81.02,0,54,,223
1217,34.7,1.26,2.0,0.0,,0.4,7.0,,0.9,9.3,5.8,5.8,38.6,59,0.103,11.7,0.87,24,0.667,373,192,9.4,417,0.6,51,222,237,90,0.116,0.079,0.6,1.58,2.24,0.03,0.1,13,0,13,13,2,0.2,0,0.1,0,0.53,0.4,0.38,,,,,,,,,,,,4.4,,1.57,0.44,0.06,0.07,1.71,4.87,0.52,6.647,148.73,0,53,,93
1095,54.7,4.19,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.12,0.9,1.81,20,0.0,185,237,0.0,59,5.26,16,0,0,16,0.067,0.209,5.8,3.91,9.7,0.22,3.1,13,0,13,13,0,0.4,0,0.2,0,1.52,0.4,0.35,,,,,,,,,,,3.42,7.78,6.11,6.62,0.44,0.3,15.04,65.03,8.46,0.92,88.534,1256.08,0,83,,230
144,87.2,0.11,0.3,0.0,2.0,1.1,0.3,0.0,0.0,3.4,0.0,0.0,0.1,10,,0.0,0.2,12,,40,150,0.6,4,0.1,0,380,435,72,0.03,0.04,1.0,0.1,1.1,0.11,0.0,49,0,49,49,243,0.0,0,0.0,0,0.0,0.7,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,54.0,6
725,55.6,0.12,2.2,0.0,10.6,10.0,17.9,0.0,0.0,38.4,34.5,34.5,3.8,12,0.062,2.2,0.4,9,0.095,12,130,0.5,710,0.03,0,40,40,7,0.015,0.0,0.05,0.0,0.05,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.3,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
107,92.2,0.24,0.9,0.0,1.6,1.5,0.0,0.0,0.0,3.1,0.0,0.0,0.0,95,0.03,0.3,0.41,33,0.39,36,270,0.0,6,0.3,0,440,440,73,0.04,0.11,0.0,0.28,0.28,0.1,0.0,25,0,25,25,22,0.0,0,0.0,0,0.0,0.2,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,70.0,17
279,81.4,1.74,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,229,1.084,202.0,4.43,80,0.558,174,231,43.3,541,18.04,26,14,14,28,0.0,0.37,2.0,2.07,4.07,0.09,15.0,23,0,23,23,1,1.6,0,0.1,0,2.1,1.1,1.14,36.37,16.61,2.3,2.7,14.0,1.2,16.8,45.61,32.017,0.7,0.33,0.49,0.12,0.22,0.03,0.04,189.42,16.67,226.14,0.62,432.227,9.45,0,61,70.0,122
240,84.5,0.04,0.3,0.0,6.6,2.0,3.5,0.0,0.0,12.0,0.0,0.0,0.3,5,,0.0,0.03,5,,9,113,0.1,1,0.03,0,21,22,4,0.009,0.006,0.06,0.04,0.1,0.03,0.0,59,0,59,59,7,0.0,0,0.0,0,0.0,0.1,0.08,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,2
953,58.9,4.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.175,1.1,2.63,30,0.01,246,313,21.2,70,3.95,10,0,0,10,0.129,0.258,6.91,4.28,11.19,0.09,1.3,16,0,16,16,0,0.1,0,0.3,0,1.51,0.2,0.25,,,,,,,,,,,2.34,5.02,4.44,4.8,0.48,0.24,67.23,91.26,23.2,1.1,181.694,740.3,0,90,,252
662,70.1,3.39,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.093,1.1,2.08,22,0.0,200,286,18.7,60,3.21,10,0,0,10,0.121,0.201,4.24,3.16,7.4,0.1,0.9,16,0,16,16,0,0.0,0,0.6,0,2.85,0.4,0.44,,,,,,,,,,,1.46,3.11,3.06,3.28,0.34,0.11,19.83,46.91,10.22,0.68,76.967,524.61,0,69,,186
1538,2.4,0.42,0.2,0.0,0.0,0.0,89.4,0.0,0.0,89.4,89.2,89.2,0.7,3,,1.6,0.0,0,,6,32,4.1,40,0.2,0,0,0,0,0.0,0.07,0.2,0.52,0.72,0.0,0.0,6,0,6,6,0,0.0,0,0.0,0,0.0,0.0,0.0,11.55,41.18,37.3,7.6,0.0,0.0,0.0,44.95,0.0,0.0,,0.13,,0.46,0.42,0.08,0.0,0.0,0.0,0.5,0.0,0.0,0,0,74.0,30
91,90.8,0.21,0.5,0.0,1.2,1.6,0.0,0.0,0.0,2.8,0.0,0.0,0.0,32,0.021,0.0,0.46,14,0.12,40,266,0.0,14,0.23,0,5,5,1,0.05,0.04,0.4,0.14,0.54,0.09,0.0,42,0,42,42,45,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,40.0,8
2128,3.3,3.96,5.8,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,850,,120.0,0.0,80,,810,1300,12.0,310,2.3,350,120,120,370,0.2,1.6,0.0,5.44,5.44,0.19,0.7,117,0,117,117,41,0.6,0,0.0,0,0.6,0.9,0.9,70.8,23.4,1.8,0.7,0.0,0.1,0.0,2.6,0.1,2.0,8.51,18.26,5.21,6.04,0.46,0.18,0.0,25.8,0.0,0.67,25.798,508.23,0,110,81.0,320
